"pub_date","advances_sqkm","cot_sqkm","infils_sqkm","claims_sqkm","ua_cos_sqkm","flet_sqkm","presence_sqkm","claims_flet_sqkm","claims_presence_sqkm","ua_cos_claims_sqkm","flet_delta","flet_7day_avg","presence_delta","presence_7day_avg"
"2023-02-13","2449.99","105736.37","0.00","548.97","22138.83","108186.35","108186.35","108735.32","108735.32","22687.80","7.42","9.3529","7.42","9.3529"
"2023-02-14","2462.84","105736.37","0.00","577.42","22099.32","108199.21","108199.21","108776.63","108776.63","22676.74","12.86","9.4386","12.86","9.4386"
"2023-02-15","2472.13","105750.75","0.00","583.07","22092.58","108222.88","108222.88","108805.95","108805.95","22675.65","23.67","11.0786","23.67","11.0786"
"2023-02-16","2475.80","105747.70","0.00","587.29","22093.13","108223.49","108223.49","108810.78","108810.78","22680.42","0.61","9.8714","0.61","9.8714"
"2023-02-17","2475.12","105747.70","0.00","621.31","22066.08","108222.82","108222.82","108844.13","108844.13","22687.39","-0.67","6.6314","-0.67","6.6314"
"2023-02-18","2487.47","105747.70","0.00","615.16","22066.72","108235.16","108235.16","108850.32","108850.32","22681.88","12.34","8.0429","12.34","8.0429"
"2023-02-19","2488.33","105747.70","0.00","617.24","22066.65","108236.03","108236.03","108853.26","108853.26","22683.89","0.87","8.1571","0.87","8.1571"
"2023-02-20","2489.18","105747.70","0.00","614.41","22069.05","108236.87","108236.87","108851.28","108851.28","22683.46","0.84","7.2171","0.84","7.2171"
"2023-02-21","2498.28","105747.70","0.00","610.93","22069.42","108245.97","108245.97","108856.90","108856.90","22680.34","9.10","6.6800","9.10","6.6800"
"2023-02-22","2505.79","105747.70","0.00","606.51","22069.42","108253.48","108253.48","108859.99","108859.99","22675.93","7.51","4.3714","7.51","4.3714"
"2023-02-23","2514.88","105747.70","0.00","602.61","22073.26","108262.58","108262.58","108865.17","108865.17","22675.86","9.10","5.5843","9.10","5.5843"
"2023-02-24","2517.63","105747.70","0.00","603.34","22073.26","108265.33","108265.33","108868.65","108868.65","22676.60","2.75","6.0729","2.75","6.0729"
"2023-02-25","2518.68","105747.70","0.00","599.80","22073.23","108266.37","108266.37","108866.15","108866.15","22673.03","1.04","4.4586","1.04","4.4586"
"2023-02-26","2518.18","105747.70","0.00","597.81","22075.22","108265.88","108265.88","108863.67","108863.67","22673.03","-0.49","4.2643","-0.49","4.2643"
"2023-02-27","2551.09","105747.70","0.00","573.87","22076.42","108298.78","108298.78","108872.63","108872.63","22650.29","32.90","8.8443","32.90","8.8443"
"2023-02-28","2551.46","105747.70","0.00","571.47","22078.47","108299.16","108299.16","108870.61","108870.61","22649.94","0.38","7.5986","0.38","7.5986"
"2023-03-01","2560.40","105747.70","0.00","569.82","22079.46","108308.09","108308.09","108877.89","108877.89","22649.28","8.93","7.8014","8.93","7.8014"
"2023-03-02","2575.69","105747.69","0.00","549.66","22085.18","108323.37","108323.37","108873.01","108873.01","22634.84","15.28","8.6843","15.28","8.6843"
"2023-03-03","2579.59","105747.69","0.00","547.57","22086.24","108327.28","108327.28","108874.83","108874.83","22633.81","3.91","8.8500","3.91","8.8500"
"2023-03-04","2179.55","106331.80","0.00","546.20","22076.80","108511.12","108511.12","109057.32","109057.32","22623.01","183.84","34.9643","183.84","34.9643"
"2023-03-05","2181.14","106311.44","0.00","547.98","22077.51","108492.57","108492.57","109040.55","109040.55","22625.48","-18.55","32.3843","-18.55","32.3843"
"2023-03-06","2182.28","106311.44","0.00","561.08","22077.43","108493.71","108493.71","109054.79","109054.79","22638.51","1.14","27.8471","1.14","27.8471"
"2023-03-07","2188.08","106311.44","0.00","556.39","22076.33","108499.52","108499.52","109055.91","109055.91","22632.73","5.81","28.6229","5.81","28.6229"
"2023-03-08","2190.94","106311.44","0.00","558.19","22074.33","108502.37","108502.37","109060.56","109060.56","22632.53","2.85","27.7543","2.85","27.7543"
"2023-03-09","2193.08","106311.44","0.00","561.56","22074.33","108504.51","108504.51","109066.07","109066.07","22635.89","2.14","25.8771","2.14","25.8771"
"2023-03-10","2187.12","106319.58","0.00","568.90","22065.23","108506.69","108506.69","109075.59","109075.59","22634.13","2.18","25.6300","2.18","25.6300"
"2023-03-11","2188.88","106319.84","0.00","564.49","22072.84","108508.72","108508.72","109073.22","109073.22","22637.33","2.03","-0.3429","2.03","-0.3429"
"2023-03-12","2203.66","106319.84","0.00","548.13","22072.84","108523.50","108523.50","109071.63","109071.63","22620.97","14.78","4.4186","14.78","4.4186"
"2023-03-13","2215.89","106319.84","0.00","537.81","22073.23","108535.73","108535.73","109072.13","109072.13","22611.05","12.23","6.0029","12.23","6.0029"
"2023-03-14","2221.65","106319.84","0.00","541.81","22073.15","108541.49","108541.49","109081.89","109081.89","22614.96","5.76","5.9957","5.76","5.9957"
"2023-03-15","2160.43","106391.76","0.00","547.57","22073.15","108552.19","108552.19","109098.35","109098.35","22620.72","10.70","7.1171","10.70","7.1171"
"2023-03-16","2166.08","106391.76","0.00","546.64","22073.46","108557.84","108557.84","109104.48","109104.48","22620.10","5.65","7.6186","5.65","7.6186"
"2023-03-17","2166.08","106391.76","0.00","573.45","22047.78","108557.84","108557.84","109131.29","109131.29","22621.23","0.00","7.3071","0.00","7.3071"
"2023-03-18","2169.00","106391.76","0.00","637.17","22047.78","108560.76","108560.76","109197.93","109197.93","22684.95","2.92","7.4343","2.92","7.4343"
"2023-03-19","2194.49","106387.57","0.00","623.21","22047.95","108582.06","108582.06","109205.27","109205.27","22671.16","21.30","8.3657","21.30","8.3657"
"2023-03-20","2202.47","106387.57","0.00","625.30","22046.31","108590.03","108590.03","109215.33","109215.33","22671.61","7.97","7.7571","7.97","7.7571"
"2023-03-21","2204.19","106387.57","0.00","625.72","22045.00","108591.76","108591.76","109217.48","109217.48","22670.72","1.73","7.1814","1.73","7.1814"
"2023-03-22","2199.92","106387.57","0.00","626.66","22048.17","108587.49","108587.49","109214.14","109214.14","22674.83","-4.27","5.0429","-4.27","5.0429"
"2023-03-23","2200.70","106387.57","0.00","633.28","22048.69","108588.27","108588.27","109221.55","109221.55","22681.97","0.78","4.3471","0.78","4.3471"
"2023-03-24","2200.42","106387.57","0.00","640.07","22049.96","108587.99","108587.99","109228.06","109228.06","22690.03","-0.28","4.3071","-0.28","4.3071"
"2023-03-25","2201.40","106387.57","0.00","639.02","22050.31","108588.97","108588.97","109227.99","109227.99","22689.33","0.98","4.0300","0.98","4.0300"
"2023-03-26","2201.73","106387.57","0.00","638.94","22050.31","108589.29","108589.29","109228.23","109228.23","22689.25","0.32","1.0329","0.32","1.0329"
"2023-03-27","2211.12","106387.57","0.00","633.14","22048.85","108598.68","108598.68","109231.82","109231.82","22681.99","9.39","1.2357","9.39","1.2357"
"2023-03-28","2171.69","106423.93","0.00","611.72","22073.49","108595.61","108595.61","109207.33","109207.33","22685.21","-3.07","0.5500","-3.07","0.5500"
"2023-03-29","2175.79","106423.93","0.00","610.65","22073.49","108599.71","108599.71","109210.36","109210.36","22684.14","4.10","1.7457","4.10","1.7457"
"2023-03-30","2180.99","106423.93","0.00","603.90","22075.20","108604.92","108604.92","109208.81","109208.81","22679.10","5.21","2.3786","5.21","2.3786"
"2023-03-31","2184.19","106423.93","0.00","601.02","22075.25","108608.12","108608.12","109209.14","109209.14","22676.28","3.20","2.8757","3.20","2.8757"
"2023-04-01","2183.71","106423.93","0.00","601.02","22075.73","108607.64","108607.64","109208.66","109208.66","22676.75","-0.48","2.6671","-0.48","2.6671"
"2023-04-02","2185.00","106423.93","0.00","600.02","22075.73","108608.92","108608.92","109208.94","109208.94","22675.75","1.28","2.8043","1.28","2.8043"
"2023-04-03","2183.85","106423.93","0.00","600.66","22077.07","108607.78","108607.78","109208.43","109208.43","22677.73","-1.14","1.3000","-1.14","1.3000"
"2023-04-04","2184.37","106423.93","0.00","598.82","22078.94","108608.29","108608.29","109207.12","109207.12","22677.76","0.51","1.8114","0.51","1.8114"
"2023-04-05","2184.32","106425.72","0.00","597.17","22078.94","108610.04","108610.04","109207.20","109207.20","22676.11","1.75","1.4757","1.75","1.4757"
"2023-04-06","2188.49","106425.72","0.00","593.36","22078.82","108614.21","108614.21","109207.56","109207.56","22672.18","4.17","1.3271","4.17","1.3271"
"2023-04-07","2221.72","106425.72","0.00","561.61","22078.82","108647.44","108647.44","109209.05","109209.05","22640.43","33.23","5.6171","33.23","5.6171"
"2023-04-08","2221.75","106425.72","0.00","561.78","22078.82","108647.47","108647.47","109209.25","109209.25","22640.60","0.03","5.6900","0.03","5.6900"
"2023-04-09","2222.01","106425.72","0.00","561.46","22078.82","108647.73","108647.73","109209.19","109209.19","22640.28","0.26","5.5443","0.26","5.5443"
"2023-04-10","2222.18","106425.72","0.00","561.23","22078.89","108647.90","108647.90","109209.12","109209.12","22640.11","0.17","5.7314","0.17","5.7314"
"2023-04-11","2236.78","106425.72","0.00","550.23","22075.37","108662.50","108662.50","109212.73","109212.73","22625.60","14.60","7.7443","14.60","7.7443"
"2023-04-12","2236.92","106425.72","0.00","550.20","22075.37","108662.64","108662.64","109212.84","109212.84","22625.57","0.14","7.5143","0.14","7.5143"
"2023-04-13","2240.93","106427.58","0.00","548.48","22071.35","108668.52","108668.52","109216.99","109216.99","22619.83","5.88","7.7586","5.88","7.7586"
"2023-04-14","2243.79","106427.58","0.00","555.16","22071.42","108671.37","108671.37","109226.54","109226.54","22626.59","2.85","3.4186","2.85","3.4186"
"2023-04-15","2244.23","106427.58","0.00","560.13","22066.50","108671.82","108671.82","109231.94","109231.94","22626.64","0.45","3.4786","0.45","3.4786"
"2023-04-16","2244.17","106427.58","0.00","560.13","22066.57","108671.75","108671.75","109231.88","109231.88","22626.70","-0.07","3.4314","-0.07","3.4314"
"2023-04-17","2244.34","106427.58","0.00","560.02","22066.57","108671.92","108671.92","109231.93","109231.93","22626.58","0.17","3.4314","0.17","3.4314"
"2023-04-18","2171.47","106508.48","0.00","552.16","22066.49","108679.95","108679.95","109232.11","109232.11","22618.65","8.03","2.4929","8.03","2.4929"
"2023-04-19","2142.04","106508.48","0.00","551.22","22097.34","108650.53","108650.53","109201.74","109201.74","22648.56","-29.42","-1.7300","-29.42","-1.7300"
"2023-04-20","2142.09","106508.48","0.00","551.13","22097.39","108650.58","108650.58","109201.70","109201.70","22648.52","0.05","-2.5629","0.05","-2.5629"
"2023-04-21","2144.68","106508.48","0.00","548.98","22097.39","108653.16","108653.16","109202.13","109202.13","22646.37","2.58","-2.6014","2.58","-2.6014"
"2023-04-22","2146.06","106474.04","0.00","556.12","22120.59","108620.10","108620.10","109176.21","109176.21","22676.71","-33.06","-7.3886","-33.06","-7.3886"
"2023-04-23","2146.01","106474.04","0.00","554.63","22122.24","108620.05","108620.05","109174.67","109174.67","22676.86","-0.05","-7.3857","-0.05","-7.3857"
"2023-04-24","2144.31","106474.04","0.00","554.19","22124.50","108618.35","108618.35","109172.53","109172.53","22678.69","-1.70","-7.6529","-1.70","-7.6529"
"2023-04-25","2142.55","106474.04","0.00","551.94","22131.73","108616.59","108616.59","109168.52","109168.52","22683.67","-1.76","-9.0514","-1.76","-9.0514"
"2023-04-26","2149.22","106474.04","0.00","548.12","22129.34","108623.26","108623.26","109171.37","109171.37","22677.45","6.67","-3.8957","6.67","-3.8957"
"2023-04-27","2149.22","106474.04","0.00","548.90","22129.34","108623.26","108623.26","109172.15","109172.15","22678.24","0.00","-3.9029","0.00","-3.9029"
"2023-04-28","2150.04","106474.04","0.00","526.32","22150.49","108624.08","108624.08","109150.39","109150.39","22676.80","0.82","-4.1543","0.82","-4.1543"
"2023-04-29","2151.09","106474.04","0.00","526.75","22150.49","108625.13","108625.13","109151.88","109151.88","22677.24","1.05","0.7186","1.05","0.7186"
"2023-04-30","2151.14","106474.04","0.00","497.28","22151.03","108625.18","108625.18","109122.45","109122.45","22648.31","0.05","0.7329","0.05","0.7329"
"2023-05-01","2150.92","106474.04","0.00","496.93","22151.25","108624.96","108624.96","109121.89","109121.89","22648.18","-0.22","0.9443","-0.22","0.9443"
"2023-05-02","2151.09","106474.04","0.00","495.54","22152.43","108625.14","108625.14","109120.67","109120.67","22647.97","0.18","1.2214","0.18","1.2214"
"2023-05-03","2151.31","106474.04","0.00","495.35","22152.41","108625.35","108625.35","109120.70","109120.70","22647.76","0.21","0.2986","0.21","0.2986"
"2023-05-04","2150.97","106474.04","0.00","495.66","22152.45","108625.01","108625.01","109120.66","109120.66","22648.10","-0.34","0.2500","-0.34","0.2500"
"2023-05-05","2151.24","106474.04","0.00","495.40","22152.45","108625.28","108625.28","109120.68","109120.68","22647.85","0.27","0.1714","0.27","0.1714"
"2023-05-06","2151.30","106474.04","0.00","495.31","22152.52","108625.34","108625.34","109120.65","109120.65","22647.83","0.06","0.0300","0.06","0.0300"
"2023-05-07","2151.35","106474.04","0.00","495.26","22152.52","108625.39","108625.39","109120.65","109120.65","22647.78","0.05","0.0300","0.05","0.0300"
"2023-05-08","2143.36","106482.30","0.00","494.21","22153.30","108625.66","108625.66","109119.86","109119.86","22647.51","0.27","0.1000","0.27","0.1000"
"2023-05-09","2138.30","106482.30","0.00","493.92","22159.07","108620.60","108620.60","109114.51","109114.51","22652.99","-5.06","-0.6486","-5.06","-0.6486"
"2023-05-10","2159.90","106461.31","0.00","490.98","22159.81","108621.20","108621.20","109112.18","109112.18","22650.79","0.60","-0.5929","0.60","-0.5929"
"2023-05-11","2129.16","106461.31","0.00","472.05","22206.08","108590.47","108590.47","109062.52","109062.52","22678.13","-30.73","-4.9343","-30.73","-4.9343"
"2023-05-12","2124.41","106457.58","0.00","464.12","120.34","108581.99","108581.99","109046.11","109046.11","584.46","-8.48","-6.1843","-8.48","-6.1843"
"2023-05-13","2119.77","106457.58","0.00","469.78","125.38","108577.35","108577.35","109047.13","109047.13","595.16","-4.64","-6.8557","-4.64","-6.8557"
"2023-05-14","2119.83","106457.58","0.00","469.98","125.32","108577.41","108577.41","109047.38","109047.38","595.31","0.06","-6.8543","0.06","-6.8543"
"2023-05-15","2114.46","106457.58","0.00","472.27","130.69","108572.04","108572.04","109044.30","109044.30","602.97","-5.37","-7.6600","-5.37","-7.6600"
"2023-05-16","2114.73","106457.58","0.00","452.78","130.74","108572.31","108572.31","109025.09","109025.09","583.52","0.27","-6.8986","0.27","-6.8986"
"2023-05-17","2114.75","106457.58","0.00","449.98","130.74","108572.32","108572.32","109022.30","109022.30","580.72","0.01","-6.9829","0.01","-6.9829"
"2023-05-18","2125.18","106446.88","0.00","448.60","137.72","108572.06","108572.06","109020.65","109020.65","586.32","-0.26","-2.6300","-0.26","-2.6300"
"2023-05-19","2124.55","106446.88","0.00","447.12","138.39","108571.43","108571.43","109018.55","109018.55","585.51","-0.63","-1.5086","-0.63","-1.5086"
"2023-05-20","1853.85","106719.75","0.00","447.19","138.67","108573.59","108573.59","109020.78","109020.78","585.87","2.16","-0.5371","2.16","-0.5371"
"2023-05-21","1873.52","106719.75","0.00","449.31","138.58","108593.27","108593.27","109025.27","109025.27","587.89","19.68","2.2657","19.68","2.2657"
"2023-05-22","1854.86","106719.75","0.00","422.60","159.54","108574.60","108574.60","108997.19","108997.19","582.14","-18.67","0.3657","-18.67","0.3657"
"2023-05-23","1850.41","106726.00","0.00","419.99","160.34","108576.41","108576.41","108996.39","108996.39","580.34","1.81","0.5857","1.81","0.5857"
"2023-05-24","1851.36","106726.00","0.00","419.11","160.34","108577.36","108577.36","108996.46","108996.46","579.46","0.95","0.7200","0.95","0.7200"
"2023-05-25","1851.60","106726.00","0.00","415.18","160.95","108577.60","108577.60","108992.78","108992.78","576.12","0.24","0.7914","0.24","0.7914"
"2023-05-26","1852.22","106726.00","0.00","413.50","161.19","108578.22","108578.22","108991.72","108991.72","574.70","0.62","0.9700","0.62","0.9700"
"2023-05-27","1854.03","106726.00","0.00","414.20","161.19","108580.03","108580.03","108994.23","108994.23","575.40","1.81","0.9200","1.81","0.9200"
"2023-05-28","1854.18","106726.00","0.00","414.20","161.05","108580.18","108580.18","108994.37","108994.37","575.25","0.15","-1.8700","0.15","-1.8700"
"2023-05-29","1852.57","106726.00","0.00","412.18","162.71","108578.57","108578.57","108990.74","108990.74","574.89","-1.61","0.5671","-1.61","0.5671"
"2023-05-30","1853.13","106726.00","0.00","411.62","162.71","108579.13","108579.13","108990.74","108990.74","574.33","0.56","0.3886","0.56","0.3886"
"2023-05-31","1853.29","106726.00","0.00","411.46","162.71","108579.29","108579.29","108990.74","108990.74","574.17","0.16","0.2757","0.16","0.2757"
"2023-06-01","1855.10","106726.00","0.00","417.59","162.71","108581.11","108581.11","108998.69","108998.69","580.30","1.82","0.5014","1.82","0.5014"
"2023-06-02","1855.21","106726.00","0.00","419.83","162.71","108581.21","108581.21","109001.04","109001.04","582.54","0.10","0.4271","0.10","0.4271"
"2023-06-03","1856.60","106726.00","0.00","417.60","162.71","108582.60","108582.60","109000.20","109000.20","580.31","1.39","0.3671","1.39","0.3671"
"2023-06-04","1892.21","106675.21","0.00","389.96","177.87","108567.42","108567.42","108957.37","108957.37","567.83","-15.18","-1.8229","-15.18","-1.8229"
"2023-06-05","1956.04","106592.12","0.00","395.23","192.06","108548.15","108548.15","108943.38","108943.38","587.29","-19.27","-4.3457","-19.27","-4.3457"
"2023-06-06","1831.13","106491.64","0.00","364.31","143.82","108322.77","108322.77","108687.07","108687.07","508.13","-225.38","-36.6229","-225.38","-36.6229"
"2023-06-07","1831.04","106301.96","0.00","353.10","143.91","108132.99","108132.99","108486.08","108486.08","497.01","-189.78","-63.7571","-189.78","-63.7571"
"2023-06-08","1828.91","106212.13","0.00","355.08","144.05","108041.05","108041.05","108396.12","108396.12","499.13","-91.94","-77.1514","-91.94","-77.1514"
"2023-06-09","1817.81","106159.13","0.00","348.39","177.25","107976.94","107976.94","108325.32","108325.32","525.64","-64.11","-86.3243","-64.11","-86.3243"
"2023-06-10","1803.91","106159.13","0.00","329.60","191.64","107963.03","107963.03","108292.62","108292.62","521.24","-13.91","-88.5100","-13.91","-88.5100"
"2023-06-11","1780.38","106159.13","0.00","324.97","218.81","107939.50","107939.50","108264.47","108264.47","543.77","-23.53","-89.7029","-23.53","-89.7029"
"2023-06-12","1756.23","106159.13","0.00","324.97","242.95","107915.36","107915.36","108240.32","108240.32","567.92","-24.14","-90.3986","-24.14","-90.3986"
"2023-06-13","1557.97","106390.13","0.00","292.23","242.95","107948.09","107948.09","108240.33","108240.33","535.18","32.73","-53.5257","32.73","-53.5257"
"2023-06-14","1558.01","106390.13","0.00","292.19","242.95","107948.14","107948.14","108240.33","108240.33","535.14","0.05","-26.4071","0.05","-26.4071"
"2023-06-15","1568.48","106504.24","0.00","290.98","260.03","108072.71","108072.71","108363.69","108363.69","551.01","124.57","4.5229","124.57","4.5229"
"2023-06-16","1572.24","106502.48","0.00","288.70","262.96","108074.72","108074.72","108363.41","108363.41","551.66","2.01","13.9686","2.01","13.9686"
"2023-06-17","1567.45","106500.71","0.00","306.79","269.97","108068.16","108068.16","108374.95","108374.95","576.76","-6.56","15.0186","-6.56","15.0186"
"2023-06-18","1577.70","106639.31","0.00","306.57","270.36","108217.01","108217.01","108523.58","108523.58","576.92","148.85","39.6443","148.85","39.6443"
"2023-06-19","1593.42","106639.31","0.00","287.09","268.45","108232.73","108232.73","108519.82","108519.82","555.54","15.72","45.3386","15.72","45.3386"
"2023-06-20","1592.91","106639.31","0.00","289.57","266.48","108232.22","108232.22","108521.79","108521.79","556.05","-0.51","40.5900","-0.51","40.5900"
"2023-06-21","1593.65","106639.31","0.00","289.42","268.50","108232.96","108232.96","108522.38","108522.38","557.91","0.74","40.6886","0.74","40.6886"
"2023-06-22","1584.43","106639.31","0.00","278.02","281.31","108223.75","108223.75","108501.77","108501.77","559.34","-9.21","21.5771","-9.21","21.5771"
"2023-06-23","1584.43","106639.31","0.00","281.24","279.86","108223.75","108223.75","108504.99","108504.99","561.10","0.00","21.2900","0.00","21.2900"
"2023-06-24","1584.43","106639.31","0.00","277.64","283.46","108223.75","108223.75","108501.39","108501.39","561.10","0.00","22.2271","0.00","22.2271"
"2023-06-25","1571.41","106639.31","0.00","277.64","296.48","108210.72","108210.72","108488.36","108488.36","574.12","-13.03","-0.8986","-13.03","-0.8986"
"2023-06-26","1559.77","106652.93","0.00","434.20","372.80","108212.69","108212.69","108646.89","108646.89","807.00","1.97","-2.8629","1.97","-2.8629"
"2023-06-27","1560.91","106652.93","0.00","434.20","371.66","108213.83","108213.83","108648.03","108648.03","805.86","1.14","-2.6271","1.14","-2.6271"
"2023-06-28","1559.28","106654.00","0.00","428.69","378.39","108213.28","108213.28","108641.96","108641.96","807.08","-0.55","-2.8114","-0.55","-2.8114"
"2023-06-29","1551.45","106654.00","0.00","428.69","386.23","108205.45","108205.45","108634.13","108634.13","814.91","-7.83","-2.6143","-7.83","-2.6143"
"2023-06-30","1549.93","106651.45","0.00","407.63","403.30","108201.38","108201.38","108609.01","108609.01","810.93","-4.07","-3.1957","-4.07","-3.1957"
"2023-07-01","1542.92","106651.45","0.00","408.41","409.45","108194.37","108194.37","108602.78","108602.78","817.85","-7.01","-4.1971","-7.01","-4.1971"
"2023-07-02","1457.99","106735.68","0.00","408.41","410.15","108193.66","108193.66","108602.07","108602.07","818.56","-0.71","-2.4371","-0.71","-2.4371"
"2023-07-03","1453.14","106735.68","0.00","408.41","414.99","108188.82","108188.82","108597.23","108597.23","823.40","-4.84","-3.4100","-4.84","-3.4100"
"2023-07-04","1428.35","106735.68","0.00","408.41","440.93","108164.03","108164.03","108572.44","108572.44","849.34","-24.79","-7.1143","-24.79","-7.1143"
"2023-07-05","1428.99","106735.68","0.00","414.33","434.84","108164.67","108164.67","108579.00","108579.00","849.17","0.64","-6.9443","0.64","-6.9443"
"2023-07-06","1428.41","106735.68","0.00","413.02","436.73","108164.09","108164.09","108577.10","108577.10","849.74","-0.58","-5.9086","-0.58","-5.9086"
"2023-07-07","1402.27","106765.10","0.00","411.25","436.01","108167.37","108167.37","108578.62","108578.62","847.27","3.28","-4.8586","3.28","-4.8586"
"2023-07-08","1403.14","106765.10","0.00","411.22","436.01","108168.24","108168.24","108579.46","108579.46","847.24","0.87","-3.7329","0.87","-3.7329"
"2023-07-09","1281.52","106894.15","0.00","409.70","430.14","108175.67","108175.67","108585.37","108585.37","839.83","7.43","-2.5700","7.43","-2.5700"
"2023-07-10","1282.80","106889.12","0.00","422.58","420.56","108171.92","108171.92","108594.50","108594.50","843.14","-3.75","-2.4143","-3.75","-2.4143"
"2023-07-11","1286.89","106886.69","0.00","425.94","419.74","108173.58","108173.58","108599.52","108599.52","845.68","1.66","1.3643","1.66","1.3643"
"2023-07-12","1283.88","106886.69","0.00","432.57","417.79","108170.56","108170.56","108603.12","108603.12","850.36","-3.02","0.8414","-3.02","0.8414"
"2023-07-13","1283.75","106886.69","0.00","429.49","417.92","108170.43","108170.43","108599.92","108599.92","847.41","-0.13","0.9057","-0.13","0.9057"
"2023-07-14","1274.96","106886.69","0.00","430.32","421.25","108161.65","108161.65","108591.97","108591.97","851.57","-8.78","-0.8171","-8.78","-0.8171"
"2023-07-15","1275.10","106886.69","0.00","430.74","420.70","108161.78","108161.78","108592.52","108592.52","851.44","0.13","-0.9229","0.13","-0.9229"
"2023-07-16","1269.37","106886.69","0.00","436.24","420.97","108156.06","108156.06","108592.30","108592.30","857.22","-5.72","-2.8014","-5.72","-2.8014"
"2023-07-17","1272.61","106886.69","0.00","433.01","420.97","108159.30","108159.30","108592.31","108592.31","853.98","3.24","-1.8029","3.24","-1.8029"
"2023-07-18","1280.82","106886.69","0.00","428.19","420.51","108167.50","108167.50","108595.68","108595.68","848.69","8.20","-0.8686","8.20","-0.8686"
"2023-07-19","1275.05","106886.69","0.00","428.54","427.93","108161.74","108161.74","108590.28","108590.28","856.47","-5.76","-1.2600","-5.76","-1.2600"
"2023-07-20","1276.46","106886.69","0.00","426.89","428.17","108163.15","108163.15","108590.03","108590.03","855.06","1.41","-1.0400","1.41","-1.0400"
"2023-07-21","1275.99","106886.69","0.00","426.59","428.94","108162.68","108162.68","108589.26","108589.26","855.53","-0.47","0.1471","-0.47","0.1471"
"2023-07-22","1280.08","106886.69","0.00","422.81","428.70","108166.77","108166.77","108589.57","108589.57","851.51","4.09","0.7129","4.09","0.7129"
"2023-07-23","1279.42","106886.60","0.00","441.18","429.27","108166.02","108166.02","108607.20","108607.20","870.46","-0.75","1.4229","-0.75","1.4229"
"2023-07-24","1288.11","106868.90","0.00","460.75","429.27","108157.01","108157.01","108617.76","108617.76","890.03","-9.01","-0.3271","-9.01","-0.3271"
"2023-07-25","1288.11","106868.90","0.00","473.27","437.80","108157.01","108157.01","108630.27","108630.27","911.06","0.00","-1.4986","0.00","-1.4986"
"2023-07-26","1285.53","106662.00","0.00","493.08","441.52","107947.54","107947.54","108440.61","108440.61","934.60","-209.47","-30.6000","-209.47","-30.6000"
"2023-07-27","1286.89","106649.74","0.00","499.76","445.74","107936.63","107936.63","108436.39","108436.39","945.50","-10.91","-32.3600","-10.91","-32.3600"
"2023-07-28","1288.03","106649.74","0.00","498.62","445.74","107937.77","107937.77","108436.39","108436.39","944.36","1.14","-32.1300","1.14","-32.1300"
"2023-07-29","1283.90","106649.74","0.00","497.51","450.98","107933.64","107933.64","108431.15","108431.15","948.49","-4.13","-33.3043","-4.13","-33.3043"
"2023-07-30","1283.90","106649.74","0.00","497.51","450.98","107933.64","107933.64","108431.15","108431.15","948.49","0.00","-33.1971","0.00","-33.1971"
"2023-07-31","1294.67","106649.74","0.00","497.51","440.21","107944.41","107944.41","108441.92","108441.92","937.73","10.77","-30.3714","10.77","-30.3714"
"2023-08-01","1296.35","106649.74","0.00","470.01","440.21","107946.09","107946.09","108416.10","108416.10","910.22","1.68","-30.1314","1.68","-30.1314"
"2023-08-02","1296.24","106649.74","0.00","470.81","440.85","107945.98","107945.98","108416.79","108416.79","911.66","-0.11","-0.2229","-0.11","-0.2229"
"2023-08-03","1299.61","106649.74","0.00","488.39","441.78","107949.35","107949.35","108437.74","108437.74","930.17","3.37","1.8171","3.37","1.8171"
"2023-08-04","1299.61","106649.74","0.00","489.54","441.78","107949.35","107949.35","108438.89","108438.89","931.32","0.00","1.6543","0.00","1.6543"
"2023-08-05","1302.23","106649.74","0.00","487.17","441.86","107951.97","107951.97","108439.13","108439.13","929.04","2.62","2.6186","2.62","2.6186"
"2023-08-06","1302.23","106649.74","0.00","487.34","441.86","107951.97","107951.97","108439.31","108439.31","929.21","0.00","2.6186","0.00","2.6186"
"2023-08-07","1303.04","106649.74","0.00","488.09","441.86","107952.78","107952.78","108440.87","108440.87","929.96","0.81","1.1957","0.81","1.1957"
"2023-08-08","1328.40","106621.24","0.00","491.23","441.86","107949.64","107949.64","108440.87","108440.87","933.10","-3.14","0.5071","-3.14","0.5071"
"2023-08-09","1326.09","106620.52","0.00","484.61","451.55","107946.61","107946.61","108431.22","108431.22","936.16","-3.03","0.0900","-3.03","0.0900"
"2023-08-10","1326.03","106620.52","0.00","484.57","451.63","107946.55","107946.55","108431.11","108431.11","936.19","-0.06","-0.4000","-0.06","-0.4000"
"2023-08-11","1333.62","106610.41","0.00","486.23","453.61","107944.03","107944.03","108430.25","108430.25","939.83","-2.52","-0.7600","-2.52","-0.7600"
"2023-08-12","1330.51","106610.41","0.00","479.96","463.00","107940.92","107940.92","108420.87","108420.87","942.96","-3.11","-1.5786","-3.11","-1.5786"
"2023-08-13","1330.56","106610.41","0.00","472.49","470.41","107940.97","107940.97","108413.46","108413.46","942.91","0.05","-1.5714","0.05","-1.5714"
"2023-08-14","1339.91","106610.41","0.00","463.04","470.51","107950.32","107950.32","108413.36","108413.36","933.55","9.35","-0.3514","9.35","-0.3514"
