"pub_date","advances_sqkm","cot_sqkm","infils_sqkm","claims_sqkm","ua_cos_sqkm","flet_sqkm","presence_sqkm","claims_flet_sqkm","claims_presence_sqkm","ua_cos_claims_sqkm","flet_delta","flet_7day_avg","presence_delta","presence_7day_avg"
"0205-12-06","0.00","0.00","0.00","0.00","70412.81","0.00","0.00","0.00","0.00","70412.81",NULL,NULL,NULL,NULL
"2022-02-24","0.00","79743.32","0.00","0.00","0.00","79743.32","79743.32","79743.32","79743.32","0.00","79743.32","79743.3200","79743.32","79743.3200"
"2022-02-25","0.00","99496.03","0.00","0.00","0.00","99496.03","99496.03","99496.03","99496.03","0.00","19752.71","49748.0150","19752.71","49748.0150"
"2022-02-26","0.00","118383.10","0.00","0.00","0.00","118383.10","118383.10","118383.10","118383.10","0.00","18887.07","39461.0333","18887.07","39461.0333"
"2022-02-27","0.00","119442.49","0.00","0.00","0.00","119442.49","119442.49","119442.49","119442.49","0.00","1059.39","29860.6225","1059.39","29860.6225"
"2022-02-28","0.00","118642.61","0.00","0.00","0.00","118642.61","118642.61","118642.61","118642.61","0.00","-799.88","23728.5220","-799.88","23728.5220"
"2022-03-01","0.00","119463.61","0.00","1251.52","0.00","119463.61","119463.61","120713.20","120713.20","1251.52","821.00","19910.6017","821.00","19910.6017"
"2022-03-02","6407.47","121875.84","0.00","215.18","0.00","128280.69","128280.69","128493.95","128493.95","215.18","8817.08","18325.8129","8817.08","18325.8129"
"2022-03-03","13207.38","122035.87","0.00","535.95","0.00","135242.26","135242.26","135777.83","135777.83","535.95","6961.57","7928.4200","6961.57","7928.4200"
"2022-03-04","13643.28","126516.21","0.00","385.62","0.00","140157.95","140157.95","140543.20","140543.20","385.62","4915.69","5808.8457","4915.69","5808.8457"
"2022-03-05","16147.97","122035.87","0.00","477.07","285.80","137536.31","137536.31","138013.01","138013.01","762.87","-2621.64","2736.1729","-2621.64","2736.1729"
"2022-03-06","16151.37","125958.66","0.00","1539.02","285.80","142106.07","142106.07","143645.00","143645.00","1824.82","4569.76","3237.6543","4569.76","3237.6543"
"2022-03-07","17030.78","125816.03","0.00","3059.66","312.45","142843.25","142843.25","145901.42","145901.42","3372.12","737.18","3457.2343","737.18","3457.2343"
"2022-03-08","19178.74","125799.98","0.00","1826.46","312.45","144974.07","144974.07","146800.39","146800.39","2138.91","2130.82","3644.3514","2130.82","3644.3514"
"2022-03-09","23108.63","125359.88","0.00","2205.18","312.45","148463.88","148463.88","150668.38","150668.38","2517.63","3489.81","2883.3129","3489.81","2883.3129"
"2022-03-10","25298.10","123539.52","0.00","2239.96","316.79","148832.98","148832.98","151072.26","151072.26","2556.75","369.10","1941.5314","369.10","1941.5314"
"2022-03-11","25472.45","123423.19","0.00","2422.41","316.79","148891.00","148891.00","151312.74","151312.74","2739.20","58.02","1247.5786","58.02","1247.5786"
"2022-03-12","25950.21","123282.73","0.00","2458.11","316.79","149228.31","149228.31","151685.73","151685.73","2774.89","337.31","1670.2857","337.31","1670.2857"
"2022-03-13","26464.14","123323.72","0.00","2286.59","316.79","149783.38","149783.38","152069.42","152069.42","2603.37","555.07","1096.7586","555.07","1096.7586"
"2022-03-14","26296.51","123323.64","0.00","2875.38","316.79","149615.67","149615.67","152490.23","152490.23","3192.16","-167.71","967.4886","-167.71","967.4886"
"2022-03-15","27016.32","123323.64","0.00","6537.67","316.79","150335.48","150335.48","156869.53","156869.53","6854.46","719.81","765.9157","719.81","765.9157"
"2022-03-16","27076.50","123305.29","0.00","6500.38","316.79","150377.31","150377.31","156874.08","156874.08","6817.16","41.83","273.3471","41.83","273.3471"
"2022-03-17","27315.10","123305.18","0.00","6354.09","290.13","150615.82","150615.82","156966.36","156966.36","6644.22","238.51","254.6914","238.51","254.6914"
"2022-03-18","25934.58","123071.10","0.00","6414.76","722.98","149001.22","149001.22","155412.44","155412.44","7137.75","-1614.60","15.7457","-1614.60","15.7457"
"2022-03-19","27345.41","123071.10","0.00","6040.35","695.14","150412.28","150412.28","156450.49","156450.49","6735.49","1411.06","169.1386","1411.06","169.1386"
"2022-03-20","27426.97","123071.10","0.00","5958.88","695.14","150493.84","150493.84","156450.56","156450.56","6654.02","81.56","101.4943","81.56","101.4943"
"2022-03-21","27437.57","123071.10","0.00","5953.67","695.14","150504.34","150504.34","156455.85","156455.85","6648.81","10.50","126.9529","10.50","126.9529"
"2022-03-22","27514.66","123071.10","0.00","5962.48","720.15","150584.15","150584.15","156544.66","156544.66","6682.62","79.81","35.5243","79.81","35.5243"
"2022-03-23","28607.70","133177.25","0.00","6119.19","1273.03","161783.49","161783.49","167900.72","167900.72","7392.22","11199.34","1629.4543","11199.34","1629.4543"
"2022-03-24","28723.94","133181.49","0.00","6037.60","1273.03","161903.96","161903.96","167939.58","167939.58","7310.63","120.47","1612.5914","120.47","1612.5914"
"2022-03-25","28589.53","133181.49","0.00","6097.53","1539.53","161769.55","161769.55","167865.09","167865.09","7637.06","-134.41","1824.0471","-134.41","1824.0471"
"2022-03-26","28607.40","133181.49","0.00","6097.53","1550.65","161787.42","161787.42","167882.97","167882.97","7648.17","17.87","1625.0200","17.87","1625.0200"
"2022-03-27","28317.54","133189.28","0.00","6097.51","1642.61","161505.36","161505.36","167600.89","167600.89","7740.11","-282.06","1573.0743","-282.06","1573.0743"
"2022-03-28","28278.01","133205.58","0.00","6082.53","1686.14","161482.12","161482.12","167562.67","167562.67","7768.67","-23.24","1568.2543","-23.24","1568.2543"
"2022-03-29","29557.69","130565.83","0.00","6110.07","1791.96","160122.00","160122.00","166230.17","166230.17","7902.04","-1360.12","1362.5500","-1360.12","1362.5500"
"2022-03-30","29393.84","130747.14","0.00","6110.07","1800.87","160139.46","160139.46","166247.63","166247.63","7910.94","17.46","-234.8614","17.46","-234.8614"
"2022-03-31","31003.15","126865.46","0.00","5915.64","2541.53","157867.09","157867.09","163780.82","163780.82","8457.16","-2272.37","-576.6957","-2272.37","-576.6957"
"2022-04-01","31374.38","123327.49","0.00","5914.05","4579.04","154700.69","154700.69","160612.85","160612.85","10493.08","-3166.40","-1009.8371","-3166.40","-1009.8371"
"2022-04-02","31059.66","122984.04","0.00","5704.76","5525.82","154042.00","154042.00","159744.87","159744.87","11230.57","-658.69","-1106.4886","-658.69","-1106.4886"
"2022-04-03","32433.25","103644.64","0.00","5704.76","13687.39","136076.74","136076.74","141779.61","141779.61","19392.14","-17965.26","-3632.6600","-17965.26","-3632.6600"
"2022-04-04","31891.63","98784.60","0.00","5710.14","13687.39","130675.08","130675.08","136383.33","136383.33","19397.52","-5401.66","-4401.0057","-5401.66","-4401.0057"
"2022-04-05","19767.40","100419.03","0.00","5710.14","21289.66","120185.30","120185.30","125893.54","125893.54","26999.79","-10489.78","-5705.2429","-10489.78","-5705.2429"
"2022-04-06","14000.23","100419.03","0.00","5589.45","27231.94","114418.13","114418.13","120005.68","120005.68","32821.38","-5767.17","-6531.6186","-5767.17","-6531.6186"
"2022-04-07","13927.96","100489.14","0.00","5597.44","27306.36","114415.93","114415.93","120011.48","120011.48","32903.79","-2.20","-6207.3086","-2.20","-6207.3086"
"2022-04-08","13968.78","100489.14","0.00","5585.83","27277.77","114456.75","114456.75","120040.68","120040.68","32863.59","40.82","-5749.1343","40.82","-5749.1343"
"2022-04-09","15149.27","101146.97","0.00","3713.05","27323.44","116294.98","116294.98","120006.50","120006.50","31036.48","1838.23","-5392.4314","1838.23","-5392.4314"
"2022-04-10","15148.15","101146.97","0.00","3696.46","27331.54","116293.86","116293.86","119987.21","119987.21","31027.99","-1.12","-2826.1257","-1.12","-2826.1257"
"2022-04-11","15133.93","100841.23","0.00","3700.99","27376.35","115973.89","115973.89","119673.36","119673.36","31077.33","-319.97","-2100.1700","-319.97","-2100.1700"
"2022-04-12","11913.64","107032.07","0.00","5600.80","27376.35","118945.52","118945.52","124544.77","124544.77","32977.15","2971.63","-177.1114","2971.63","-177.1114"
"2022-04-13","11733.08","107029.72","0.00","5566.50","27378.71","118762.61","118762.61","124327.56","124327.56","32945.21","-182.91","620.6400","-182.91","620.6400"
"2022-04-14","12456.29","107033.80","0.00","4841.70","27378.71","119489.86","119489.86","124329.97","124329.97","32220.41","727.25","724.8471","727.25","724.8471"
"2022-04-15","12467.31","107033.80","0.00","4841.61","27378.71","119500.87","119500.87","124340.89","124340.89","32220.32","11.01","720.5886","11.01","720.5886"
"2022-04-16","12485.08","107033.80","0.00","4821.05","27412.48","119518.64","119518.64","124305.79","124305.79","32233.53","17.77","460.5229","17.77","460.5229"
"2022-04-17","12464.94","107033.80","0.00","4803.29","27406.34","119498.51","119498.51","124300.17","124300.17","32209.64","-20.13","457.8071","-20.13","457.8071"
"2022-04-18","12541.32","106930.11","0.00","4801.75","27445.64","119471.21","119471.21","124271.32","124271.32","32247.38","-27.30","499.6171","-27.30","499.6171"
"2022-04-19","12710.97","106610.36","0.00","4822.02","27550.10","119321.10","119321.10","124141.49","124141.49","32372.12","-150.11","53.6543","-150.11","53.6543"
"2022-04-20","11487.74","110470.58","0.00","2182.70","27546.62","121958.09","121958.09","124140.72","124140.72","29729.32","2636.99","456.4971","2636.99","456.4971"
"2022-04-21","11423.80","110540.27","0.00","2177.82","27546.62","121963.84","121963.84","124141.59","124141.59","29724.44","5.75","353.4257","5.75","353.4257"
"2022-04-22","10726.51","111360.44","0.00","1296.25","27544.80","122086.75","122086.75","122852.83","122852.83","28731.00","122.91","369.4114","122.91","369.4114"
"2022-04-23","10513.79","111599.21","0.00","2033.37","27544.80","122112.79","122112.79","124145.83","124145.83","29578.17","26.04","370.5929","26.04","370.5929"
"2022-04-24","10224.84","111898.12","0.00","2033.37","27538.25","122122.46","122122.46","124155.51","124155.51","29571.62","9.67","374.8500","9.67","374.8500"
"2022-04-25","10213.05","0.00","0.00","2022.70","27601.90","10213.05","10213.05","12235.47","12235.47","29624.59","-111909.41","-15608.3086","-111909.41","-15608.3086"
"2022-04-26","10234.99","111876.41","0.00","2000.71","27601.90","122110.89","122110.89","124111.28","124111.28","29602.61","111897.84","398.5414","111897.84","398.5414"
"2022-04-27","7953.64","114162.99","0.00","2007.15","27609.54","122116.07","122116.07","124122.90","124122.90","29616.69","5.18","22.5686","5.18","22.5686"
"2022-04-28","7291.38","114822.14","0.00","2006.74","27612.93","122113.21","122113.21","124119.64","124119.64","29619.67","-2.86","21.3386","-2.86","21.3386"
"2022-04-29","7924.04","113949.66","0.00","2030.20","27787.91","121873.40","121873.40","123903.29","123903.29","29818.11","-239.81","-30.4786","-239.81","-30.4786"
"2022-04-30","7889.39","113949.66","0.00","2030.91","27823.91","121838.75","121838.75","123869.34","123869.34","29854.82","-34.65","-39.1486","-34.65","-39.1486"
"2022-05-01","7915.42","113625.18","0.00","2030.74","28071.85","121540.30","121540.30","123570.72","123570.72","30102.59","-298.45","-83.1657","-298.45","-83.1657"
"2022-05-02","7916.01","113625.18","0.00","2041.01","28071.85","121540.88","121540.88","123581.58","123581.58","30112.86","0.58","15903.9757","0.58","15903.9757"
"2022-05-03","7596.53","113625.18","0.00","2041.01","28398.00","121221.41","121221.41","123262.10","123262.10","30439.01","-319.47","-127.0686","-319.47","-127.0686"
"2022-05-04","7655.51","113556.28","0.00","2051.63","28398.00","121211.49","121211.49","123262.80","123262.80","30449.63","-9.92","-129.2257","-9.92","-129.2257"
"2022-05-05","8104.13","113556.28","0.00","1954.38","28398.00","121660.11","121660.11","123614.18","123614.18","30352.38","448.62","-64.7286","448.62","-64.7286"
"2022-05-06","8324.37","113425.75","0.00","1788.04","28623.86","121749.92","121749.92","123537.67","123537.67","30411.90","89.81","-17.6400","89.81","-17.6400"
"2022-05-07","8456.86","113368.80","0.00","1782.17","28623.86","121825.46","121825.46","123551.52","123551.52","30406.03","75.54","-1.8986","75.54","-1.8986"
"2022-05-08","6704.76","115780.10","0.00","1067.93","28623.86","122484.76","122484.76","123552.68","123552.68","29691.79","659.30","134.9229","659.30","134.9229"
"2022-05-09","6813.33","115775.93","0.00","1054.19","28644.00","122589.16","122589.16","123643.35","123643.35","29698.19","104.40","149.7543","104.40","149.7543"
"2022-05-10","6914.14","115614.67","0.00","1053.67","2797.18","122528.66","122528.66","123582.32","123582.32","3850.84","-60.50","186.7500","-60.50","186.7500"
"2022-05-11","6854.92","115667.74","0.00","1053.67","2808.02","122522.52","122522.52","123576.17","123576.17","3861.69","-6.14","187.2900","-6.14","187.2900"
"2022-05-12","6905.69","115667.74","0.00","1037.20","2801.16","122573.31","122573.31","123610.50","123610.50","3838.35","50.79","130.4571","50.79","130.4571"
"2022-05-13","6878.26","115556.62","0.00","1037.20","2954.86","122434.74","122434.74","123471.93","123471.93","3992.05","-138.57","97.8314","-138.57","97.8314"
"2022-05-14","6892.76","115556.62","0.00","1036.79","2954.86","122449.24","122449.24","123486.01","123486.01","3991.64","14.50","89.1114","14.50","89.1114"
"2022-05-15","6910.83","115556.62","0.00","1056.22","2954.86","122467.31","122467.31","123523.52","123523.52","4011.08","18.07","-2.4929","18.07","-2.4929"
"2022-05-16","6948.14","115557.75","0.00","1043.17","2956.30","122505.75","122505.75","123548.91","123548.91","3999.46","38.44","-11.9157","38.44","-11.9157"
"2022-05-17","7051.11","115571.38","0.00","1082.60","2961.04","122622.35","122622.35","123704.94","123704.94","4043.64","116.60","13.3843","116.60","13.3843"
"2022-05-18","7036.23","115564.81","0.00","1082.60","2982.68","122600.90","122600.90","123683.49","123683.49","4065.28","-21.45","11.1971","-21.45","11.1971"
"2022-05-19","6931.81","115561.05","0.00","1082.60","2987.32","122492.73","122492.73","123575.32","123575.32","4069.92","-108.17","-11.5114","-108.17","-11.5114"
"2022-05-20","7131.62","115437.26","0.00","1211.38","2987.32","122568.74","122568.74","123780.11","123780.11","4198.70","76.01","19.1429","76.01","19.1429"
"2022-05-21","6241.82","116525.52","0.00","1037.86","2987.32","122767.23","122767.23","123805.08","123805.08","4025.18","198.49","45.4271","198.49","45.4271"
"2022-05-22","6336.90","116450.56","0.00","957.57","2974.73","122787.34","122787.34","123744.90","123744.90","3932.30","20.11","45.7186","20.11","45.7186"
"2022-05-23","6596.44","116450.56","0.00","962.74","3009.64","123046.88","123046.88","124009.61","124009.61","3972.38","259.54","77.3043","259.54","77.3043"
"2022-05-24","6602.50","116498.89","0.00","960.36","3009.64","123101.27","123101.27","124061.63","124061.63","3970.00","54.39","68.4171","54.39","68.4171"
"2022-05-25","6730.84","116426.10","0.00","951.87","3077.52","123156.87","123156.87","124108.74","124108.74","4029.38","55.60","79.4243","55.60","79.4243"
"2022-05-26","6546.52","116661.09","0.00","1090.22","3077.52","123207.54","123207.54","124297.76","124297.76","4167.73","50.67","102.1157","50.67","102.1157"
"2022-05-27","6584.17","116661.09","0.00","1052.64","3077.52","123245.19","123245.19","124297.83","124297.83","4130.15","37.65","96.6357","37.65","96.6357"
"2022-05-28","6721.41","116661.09","0.00","908.51","3077.52","123382.44","123382.44","124290.85","124290.85","3986.02","137.25","87.8871","137.25","87.8871"
"2022-05-29","6763.72","116618.59","0.00","790.12","3242.57","123382.25","123382.25","124172.36","124172.36","4032.68","-0.19","84.9871","-0.19","84.9871"
"2022-05-30","6911.94","116579.72","0.00","660.31","3320.28","123491.59","123491.59","124151.90","124151.90","3980.59","109.34","63.5300","109.34","63.5300"
"2022-05-31","6894.00","116556.77","0.00","645.13","3400.23","123448.29","123448.29","124093.42","124093.42","4045.36","-43.30","49.5743","-43.30","49.5743"
"2022-06-01","6895.89","116554.36","0.00","645.13","3398.08","123450.18","123450.18","124095.31","124095.31","4043.21","1.89","41.9014","1.89","41.9014"
"2022-06-02","6648.04","116795.35","0.00","287.80","3810.35","123443.33","123443.33","123731.13","123731.13","4098.15","-6.85","33.6843","-6.85","33.6843"
"2022-06-03","6740.45","116798.63","0.00","336.17","3813.89","123539.01","123539.01","123875.18","123875.18","4150.06","95.68","41.9743","95.68","41.9743"
"2022-06-04","7198.32","116581.58","0.00","343.71","3727.15","123779.83","123779.83","124123.53","124123.53","4070.86","240.82","56.7700","240.82","56.7700"
"2022-06-05","7181.53","116570.13","0.00","295.45","3820.22","123751.59","123751.59","124047.05","124047.05","4115.67","-28.24","52.7629","-28.24","52.7629"
"2022-06-06","7174.64","116570.13","0.00","299.81","3800.06","123744.71","123744.71","124044.52","124044.52","4099.88","-6.88","36.1600","-6.88","36.1600"
"2022-06-07","7191.52","116570.13","0.00","367.39","3783.19","123761.58","123761.58","124128.97","124128.97","4150.59","16.87","44.7557","16.87","44.7557"
"2022-06-08","7245.69","116570.13","0.00","356.36","3814.29","123815.76","123815.76","124172.12","124172.12","4170.65","54.18","52.2257","54.18","52.2257"
"2022-06-09","7247.62","116570.13","0.00","355.89","3814.29","123817.69","123817.69","124173.57","124173.57","4170.18","1.93","53.4800","1.93","53.4800"
"2022-06-10","7247.00","116570.96","0.00","360.97","3814.29","123817.89","123817.89","124178.86","124178.86","4175.26","0.20","39.8400","0.20","39.8400"
"2022-06-11","6740.89","117107.05","0.00","325.05","3814.29","123847.87","123847.87","124172.92","124172.92","4139.34","29.98","9.7200","29.98","9.7200"
"2022-06-12","6740.57","117107.05","0.00","330.14","3814.29","123847.55","123847.55","124177.68","124177.68","4144.43","-0.32","13.7086","-0.32","13.7086"
"2022-06-13","6496.26","117448.79","0.00","422.43","3790.36","123944.98","123944.98","124367.41","124367.41","4212.79","97.43","28.6100","97.43","28.6100"
"2022-06-14","6398.98","117469.20","0.00","433.99","3874.45","123868.12","123868.12","124302.11","124302.11","4308.44","-76.86","15.2200","-76.86","15.2200"
"2022-06-15","6400.54","117469.20","0.00","433.53","3874.45","123869.67","123869.67","124303.20","124303.20","4307.98","1.55","7.7014","1.55","7.7014"
"2022-06-16","6483.36","117460.66","0.00","463.50","3994.23","123943.95","123943.95","124407.44","124407.44","4457.73","74.28","18.0371","74.28","18.0371"
"2022-06-17","6466.52","117460.66","0.00","479.94","4011.48","123927.12","123927.12","124407.05","124407.05","4491.41","-16.83","15.6043","-16.83","15.6043"
"2022-06-18","6471.73","117460.66","0.00","459.53","4011.48","123932.32","123932.32","124391.86","124391.86","4471.01","5.20","12.0643","5.20","12.0643"
"2022-06-19","6473.98","117460.66","0.00","463.08","4009.22","123934.59","123934.59","124397.68","124397.68","4472.30","2.27","12.4343","2.27","12.4343"
"2022-06-20","6415.55","117475.57","0.00","448.21","4071.25","123891.08","123891.08","124339.29","124339.29","4519.46","-43.51","-7.7000","-43.51","-7.7000"
"2022-06-21","6619.86","117483.82","0.00","371.13","3995.02","124103.65","124103.65","124474.78","124474.78","4366.15","212.57","33.6471","212.57","33.6471"
"2022-06-22","6658.09","117423.16","0.00","389.09","4008.82","124081.19","124081.19","124470.28","124470.28","4397.91","-22.46","30.2171","-22.46","30.2171"
"2022-06-23","6704.27","117423.16","0.00","432.11","3983.95","124127.37","124127.37","124559.48","124559.48","4416.06","46.18","26.2029","46.18","26.2029"
"2022-06-24","6764.68","117423.16","0.00","418.29","4049.26","124187.79","124187.79","124606.08","124606.08","4467.55","60.42","37.2386","60.42","37.2386"
"2022-06-25","6348.33","117968.36","0.00","345.64","4054.26","124316.63","124316.63","124662.27","124662.27","4399.90","128.84","54.9014","128.84","54.9014"
"2022-06-26","6362.15","117968.36","0.00","331.77","4054.26","124330.45","124330.45","124662.22","124662.22","4386.03","13.82","56.5514","13.82","56.5514"
"2022-06-27","6416.38","117923.85","0.00","323.40","4068.71","124340.17","124340.17","124663.52","124663.52","4392.12","9.72","64.1557","9.72","64.1557"
"2022-06-28","6306.89","117923.85","0.00","312.61","4201.73","124230.67","124230.67","124543.23","124543.23","4514.33","-109.50","18.1457","-109.50","18.1457"
"2022-06-29","6246.60","117923.85","0.00","314.85","4196.89","124170.38","124170.38","124485.18","124485.18","4511.74","-60.29","12.7414","-60.29","12.7414"
"2022-06-30","6148.64","118024.31","0.00","358.82","4180.17","124172.88","124172.88","124531.66","124531.66","4538.99","2.50","6.5014","2.50","6.5014"
"2022-07-01","6150.64","118024.31","0.00","443.21","4180.17","124174.88","124174.88","124618.04","124618.04","4623.37","2.00","-1.8443","2.00","-1.8443"
"2022-07-02","6237.34","118109.36","0.00","342.42","4192.07","124346.63","124346.63","124689.01","124689.01","4534.49","171.75","4.2857","171.75","4.2857"
"2022-07-03","6124.84","118331.33","0.00","327.81","4192.07","124456.10","124456.10","124783.86","124783.86","4519.87","109.47","17.9500","109.47","17.9500"
"2022-07-04","6132.54","118331.33","0.00","327.81","4192.07","124463.80","124463.80","124791.57","124791.57","4519.87","7.70","17.6614","7.70","17.6614"
"2022-07-05","6076.11","118349.09","0.00","323.97","4220.01","124425.13","124425.13","124749.06","124749.06","4543.98","-38.67","27.7800","-38.67","27.7800"
"2022-07-06","6076.11","118349.09","0.00","323.97","4220.01","124425.13","124425.13","124749.06","124749.06","4543.98","0.00","36.3929","0.00","36.3929"
"2022-07-07","6086.90","118326.23","0.00","323.63","4232.43","124413.06","124413.06","124736.64","124736.64","4556.06","-12.07","34.3114","-12.07","34.3114"
"2022-07-08","5699.37","118728.40","0.00","326.65","4229.36","124427.69","124427.69","124754.31","124754.31","4556.02","14.63","36.1157","14.63","36.1157"
"2022-07-09","5699.37","118728.40","0.00","331.42","4229.36","124427.69","124427.69","124759.07","124759.07","4560.78","0.00","11.5800","0.00","11.5800"
"2022-07-10","5703.00","118728.40","0.00","331.42","4225.74","124431.32","124431.32","124762.70","124762.70","4557.15","3.63","-3.5400","3.63","-3.5400"
"2022-07-11","5723.49","118728.40","0.00","331.42","4205.25","124451.81","124451.81","124783.19","124783.19","4536.66","20.49","-1.7129","20.49","-1.7129"
"2022-07-12","5728.15","118728.40","0.00","328.29","4205.25","124456.47","124456.47","124784.72","124784.72","4533.53","4.66","4.4771","4.66","4.4771"
"2022-07-13","5728.15","118728.40","0.00","347.78","4205.25","124456.47","124456.47","124804.21","124804.21","4553.02","0.00","4.4771","0.00","4.4771"
"2022-07-14","5738.21","118705.28","0.00","423.05","4214.69","124443.41","124443.41","124866.40","124866.40","4637.74","-13.06","4.3357","-13.06","4.3357"
"2022-07-15","5469.96","118981.93","0.00","405.03","4214.69","124451.81","124451.81","124856.78","124856.78","4619.72","8.40","3.4457","8.40","3.4457"
"2022-07-16","5469.96","118981.93","0.00","405.03","4214.69","124451.81","124451.81","124856.78","124856.78","4619.72","0.00","3.4457","0.00","3.4457"
"2022-07-17","5481.36","118981.93","0.00","405.03","4203.30","124463.21","124463.21","124868.18","124868.18","4608.33","11.40","4.5557","11.40","4.5557"
"2022-07-18","5483.91","118981.93","0.00","403.57","4212.34","124465.76","124465.76","124869.27","124869.27","4615.90","2.55","1.9929","2.55","1.9929"
"2022-07-19","5533.99","118981.93","0.00","363.88","4212.34","124515.84","124515.84","124879.70","124879.70","4576.21","50.08","8.4814","50.08","8.4814"
"2022-07-20","5533.99","118981.93","0.00","370.34","4212.34","124515.84","124515.84","124886.17","124886.17","4582.68","0.00","8.4814","0.00","8.4814"
"2022-07-21","5523.00","118976.76","0.00","373.85","4229.08","124499.68","124499.68","124873.51","124873.51","4602.92","-16.16","8.0386","-16.16","8.0386"
"2022-07-22","5522.51","118976.76","0.00","367.84","4240.10","124499.20","124499.20","124867.02","124867.02","4607.94","-0.48","6.7700","-0.48","6.7700"
"2022-07-23","5534.84","118976.76","0.00","367.84","4234.53","124511.53","124511.53","124879.34","124879.34","4602.36","12.33","8.5314","12.33","8.5314"
"2022-07-24","5648.39","118976.76","0.00","355.84","4232.93","124625.07","124625.07","124980.90","124980.90","4588.77","113.54","23.1229","113.54","23.1229"
"2022-07-25","5640.16","118992.25","0.00","354.77","4232.93","124632.34","124632.34","124987.10","124987.10","4587.70","7.27","23.7971","7.27","23.7971"
"2022-07-26","5662.41","118999.21","0.00","342.20","4232.93","124661.55","124661.55","125003.73","125003.73","4575.12","29.21","20.8157","29.21","20.8157"
"2022-07-27","5601.90","119059.73","0.00","349.87","4232.93","124661.57","124661.57","125011.43","125011.43","4582.79","0.02","20.8186","0.02","20.8186"
"2022-07-28","5536.01","119059.73","0.00","343.26","4232.93","124595.68","124595.68","124938.93","124938.93","4576.19","-65.89","13.7143","-65.89","13.7143"
"2022-07-29","5540.31","119059.76","0.00","343.26","4228.61","124600.00","124600.00","124943.25","124943.25","4571.86","4.32","14.4000","4.32","14.4000"
"2022-07-30","5549.21","119059.76","0.00","343.26","4228.61","124608.90","124608.90","124952.15","124952.15","4571.86","8.90","13.9100","8.90","13.9100"
"2022-07-31","5569.73","119059.76","0.00","329.27","4228.61","124629.42","124629.42","124958.68","124958.68","4557.87","20.52","0.6214","20.52","0.6214"
"2022-08-01","5568.29","119059.76","0.00","329.27","4228.58","124627.98","124627.98","124957.24","124957.24","4557.84","-1.44","-0.6229","-1.44","-0.6229"
"2022-08-02","5591.82","119059.76","0.00","326.70","4228.58","124651.51","124651.51","124978.20","124978.20","4555.27","23.53","-1.4343","23.53","-1.4343"
"2022-08-03","5593.43","119059.76","0.00","334.00","4227.44","124653.13","124653.13","124987.10","124987.10","4561.44","1.62","-1.2057","1.62","-1.2057"
"2022-08-04","5563.25","119077.86","0.00","334.39","4240.74","124641.05","124641.05","124975.42","124975.42","4575.12","-12.08","6.4814","-12.08","6.4814"
"2022-08-05","5563.57","119077.86","0.00","344.37","4236.93","124641.37","124641.37","124985.72","124985.72","4581.29","0.32","5.9100","0.32","5.9100"
"2022-08-06","5576.45","119067.53","0.00","338.24","4241.12","124643.92","124643.92","124982.14","124982.14","4579.36","2.55","5.0029","2.55","5.0029"
"2022-08-07","5625.59","119047.30","0.00","336.94","4241.12","124672.84","124672.84","125009.76","125009.76","4578.05","28.92","6.2029","28.92","6.2029"
"2022-08-08","5528.76","119187.15","0.00","335.94","4240.92","124715.85","124715.85","125051.78","125051.78","4576.85","43.01","12.5529","43.01","12.5529"
"2022-08-09","5528.76","119187.15","0.00","371.37","4240.92","124715.85","124715.85","125087.20","125087.20","4612.28","0.00","9.1914","0.00","9.1914"
"2022-08-10","5527.26","119187.15","0.00","371.67","4244.63","124714.34","124714.34","125086.00","125086.00","4616.29","-1.51","8.7443","-1.51","8.7443"
"2022-08-11","5533.04","119187.15","0.00","399.30","4238.84","124720.13","124720.13","125119.42","125119.42","4638.14","5.79","11.2971","5.79","11.2971"
"2022-08-12","5542.67","119187.15","0.00","395.58","4238.84","124729.75","124729.75","125125.32","125125.32","4634.41","9.62","12.6257","9.62","12.6257"
"2022-08-13","3974.65","120821.21","0.00","404.46","4223.23","124795.82","124795.82","125200.27","125200.27","4627.68","66.07","21.7000","66.07","21.7000"
"2022-08-14","3973.27","120821.21","0.00","405.22","4223.23","124794.44","124794.44","125199.65","125199.65","4628.44","-1.38","17.3714","-1.38","17.3714"
"2022-08-15","3973.60","120830.02","0.00","397.15","4223.23","124803.59","124803.59","125200.72","125200.72","4620.37","9.15","12.5343","9.15","12.5343"
"2022-08-16","4005.59","120810.77","0.00","410.03","4186.69","124816.33","124816.33","125226.34","125226.34","4596.72","12.74","14.3543","12.74","14.3543"
"2022-08-17","4021.94","120810.77","0.00","430.85","4158.92","124832.68","124832.68","125263.51","125263.51","4589.77","16.35","16.9057","16.35","16.9057"
"2022-08-18","4021.53","120810.77","0.00","430.85","4159.33","124832.26","124832.26","125263.10","125263.10","4590.18","-0.42","16.0186","-0.42","16.0186"
"2022-08-19","4023.73","120810.77","0.00","574.38","4099.05","124834.47","124834.47","125408.84","125408.84","4673.43","2.21","14.9600","2.21","14.9600"
"2022-08-20","4042.56","120807.87","0.00","565.17","4092.53","124850.40","124850.40","125415.56","125415.56","4657.70","15.93","7.7971","15.93","7.7971"
"2022-08-21","4043.62","120807.87","0.00","565.30","4091.35","124851.46","124851.46","125416.75","125416.75","4656.64","1.06","8.1457","1.06","8.1457"
